"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","neg_logPval","donorName","meta_p_value","max_log2FC","count","adjusted_meta_p_value"
"9328","IDE",0.96211286927076,-0.126202837353265,0.103,0.103,1,0.0167739761679273,"AIDA064",0.00422304734422168,-1.78756416148992,115,0.00945949009000604
"9329","IDH1",0.770367816654975,0.173243774844291,0.03,0.027,1,0.113301868849652,"AIDA095",0.0129536569080253,-3.23785270418367,110,0.0231174597128289
"9330","IDH1-AS1",0.107162375680715,-3.13641547714912,0,0.019,1,0.969957667090807,"AIDA010",0.00808172413283058,4.6249342973099,7,0.0158217622238011
"9332","IDH3A",0.136516681323832,-2.50777166723601,0.003,0.013,1,0.864814277822827,"AIDA009",0.00504602168289656,-2.5752515328015,105,0.0109042205662238
"9336","IDI2",0.0104554941877569,-4.0006447655594,0,0.016,1,1.98065543506596,"AIDA062",0.00496613134178802,-4.0006447655594,2,0.0107748045122862
"9337","IDI2-AS1",0.872488474943172,-0.120340688834423,0.04,0.043,1,0.0592403011041888,"AIDA014",0.00903851589831435,3.43798858293847,92,0.0173408832199194
"9339","IDO1",0.00670671236923925,3.25378613835822,0.021,0.001,1,2.17349031884659,"AIDA023",0.00907762400979455,3.57330495802986,3,0.0174022036346002
"9341","IDUA",0.103255966724902,-0.722731081794404,0.075,0.137,1,0.986084842908096,"AIDA084",0.00342428781178526,-1.94634653969597,109,0.00803136899366585
"9343","IER3",0.584612689986984,0.228214454176727,0.143,0.127,1,0.233131761795026,"AIDA163",1.35003834885274e-14,-2.09692059529486,115,4.14828029558362e-13
"9345","IER3IP1",0.119735502328726,0.445122894433633,0.177,0.142,1,0.921777059456592,"AIDA035",0.000630545632203692,-4.27066617650972,95,0.00213329795158483
"9347","IER5L",0.535442935622089,-0.270344647261067,0.109,0.124,1,0.271286806932953,"AIDA057",5.30968555516622e-07,-3.30051202271756,102,5.46423583202288e-06
"9348","IFFO1",0.0823921453270769,0.485684843328634,0.116,0.083,1,1.08411418883327,"AIDA060",0.0272604179959861,-1.60300261662683,111,0.042304247210412
"9349","IFFO2",0.49016607391568,-0.607154703407611,0.097,0.11,1,0.309656751062507,"AIDA117",0.00181339358709418,-2.02648394131257,108,0.00483596447230414
"9354","IFI30",0.572508178103588,0.211990377556265,0.271,0.247,1,0.242218305180401,"AIDA161",1.50971781941941e-40,-5.53195069027091,116,2.62596543215264e-38
"9355","IFI35",0.0626352082152243,0.534807283077105,0.28,0.203,1,1.20318147453389,"AIDA008",0.000591746651550908,7.05011729179795,110,0.00202526642987759
"9356","IFI44",0.00917361018245714,-0.958770718905614,0.078,0.147,1,2.0374597184448,"AIDA192",3.35872606940724e-05,1.76620685183456,108,0.000196963704268882
"9357","IFI44L",0.751278565423403,0.229351690282202,0.066,0.06,1,0.124199001751394,"AIDA064",0.000428066379035404,-2.39120155900779,114,0.00155872170653994
"9366","IFITM2",0.13046366843526,0.145459210443316,0.906,0.866,1,0.884510413957089,"AIDA123",8.58961374584621e-31,2.91072432610609,87,7.60610297194682e-29
"9367","IFITM3",0.0809002407617908,0.698072765816662,0.431,0.369,1,1.09205018591107,"AIDA091",1.87562740070635e-22,-2.66103356220998,114,1.02637914025732e-20
"9369","IFNAR1",0.330122001554551,-0.481319645299101,0.211,0.269,1,0.481325530394566,"AIDA174",2.26630544158242e-05,-2.44774495540689,94,0.000141596845116957
"9371","IFNG",0.0057574497219979,0.661978826542181,0.189,0.103,1,2.23976984590463,"AIDA093",1.31452669681849e-37,-2.87258315075871,120,1.8556735203421e-35
"9374","IFNGR2",0.961627306359124,0.124216914612946,0.167,0.167,1,0.0169932129445876,"AIDA004",4.46859956875965e-20,-1.77932010039657,104,2.08260258849299e-18
"9375","IFNL1",0.0818531610018015,2.72242237195591,0.011,0,1,1.08696454436283,"AIDA162",0.00115722642629997,-3.87588819854027,54,0.00343044999388825
"9376","IFNLR1",0.147509449164106,1.48764289257844,0.026,0.009,1,0.831180158747589,"AIDA053",0.00192639467151917,3.74636353995332,97,0.00508441872318993
"9378","IFRD2",0.151318320086263,0.418620510048761,0.143,0.111,1,0.820108488826001,"AIDA158",2.34423641507973e-05,3.30493256054407,106,0.000145811205626336
"9391","IFT80",0.132965057130722,-0.761887095259093,0.043,0.076,1,0.876262475492875,"AIDA128",0.000317119291420476,3.15036140262309,113,0.00122187518120298
"9392","IFT81",0.0213580808929896,3.42233440131048,0.012,0,1,1.67043777294631,"AIDA034",2.38594651980294e-06,4.99327494267301,72,2.0593985003226e-05
"9394","IGBP1",0.10512684348736,0.225528138681972,0.425,0.382,1,0.978286375409315,"AIDA121",0.000288470679099417,2.25779715259025,79,0.00113330608538578
"9397","IGF1R",0.537338139013448,0.232733203791355,0.056,0.047,1,0.269752333123377,"AIDA147",0.0298753572686756,2.82019349959408,120,0.0456472027412603
"9398","IGF2BP2",0.408014810951496,-1.43100767719295,0.008,0.014,1,0.389324071719536,"AIDA130",0.000955947190996074,4.64266499502789,107,0.00295600114726897
"9400","IGF2BP3",0.176138250301802,-2.039947877578,0.004,0.012,1,0.754146322106839,"AIDA177",0.00817522582363358,-6.53319274850197,40,0.0159676733778029
"9403","IGFBP3",0.0323159262156548,2.2512078581067,0.056,0.017,1,1.49058339212926,"AIDA082",0.000172878273283882,4.20085733400512,111,0.000749703640175775
"9405","IGFBP6",0.221424652468886,1.86645053671208,0.01,0,1,0.654774028284864,"AIDA032",0.00217028190978409,4.36970451276922,56,0.00560138604723157
"9406","IGFBP7",0.0274331977668189,-1.05889631742814,0.037,0.077,1,1.56172356565325,"AIDA006",4.96637486110787e-16,-3.69579313399113,117,1.740106990454e-14
"9408","IGHA1",0.863322422592071,-0.529964090268275,0.077,0.079,1,0.063826979253854,"AIDA169",0.00386373897801358,6.13192454908453,122,0.00882926674846717
"9409","IGHA2",0.319110110685485,1.46451591006014,0.013,0.007,1,0.496059435401128,"AIDA065",0.00156524713684005,7.66868711448198,93,0.00435732773260661
"9410","IGHD",0.209003561996081,0.30556007522587,0.066,0.045,1,0.679846312252294,"AIDA160",0.00108202961606314,-4.48860830952931,115,0.00325076306660134
"9411","IGHE",0.127922530027691,-2.89270655426852,0,0.014,1,0.893052959782465,"AIDA163",0.00279258386463824,3.62378601805509,10,0.00685599574883649
"9412","IGHEP2",0.00501131177375354,3.35474319336897,0.021,0.002,1,2.30004857721986,"AIDA104",0.0100719733699512,3.35474319336897,2,0.0188974393932408
"9414","IGHG2",0.538996244247626,-0.438948896824399,0.016,0.023,1,0.268414260988056,"AIDA114",0.0223064355113263,-4.95756190313423,116,0.0360623792693898
"9415","IGHG3",0.674182160709044,0.171275010008715,0.017,0.024,1,0.171222743372633,"AIDA112",0.00146102131394916,-4.2886763304912,96,0.00412794143829493
"9416","IGHG4",0.115354153092199,-2.37640130412212,0,0.01,1,0.937966764969886,"AIDA180",0.0203047693503154,3.37587107717329,18,0.0333121861907913
"9417","IGHJ3",0.00158705889394631,-5.81767584759659,0,0.013,1,2.79940695677299,"AIDA098",0.00158705889394631,-5.81767584759659,1,0.00437058161054114
"9418","IGHJ4",0.00536355366170552,-4.42363260211287,0,0.01,1,2.27054736995608,"AIDA161",0.0244248631194574,-4.42363260211287,3,0.0386877598528457
"9420","IGHM",0.651439634980156,0.188143894171158,0.16,0.147,1,0.186125821562494,"AIDA052",0.00129014788964166,8.49535485728687,120,0.00374286006309487
"9421","IGHMBP2",0.824334091233004,-0.21139459195724,0.011,0.013,1,0.083896739064196,"AIDA009",0.00976461053553929,-2.37807251381795,111,0.0184522628618528
"9422","IGHV1-14",0.0241722818441765,-4.24050621586636,0,0.014,1,1.61668235060358,"AIDA084",0.0241722818441765,-4.24050621586636,1,0.0383313164514776
"9423","IGHV1-17",0.000207791278174275,-5.50909756943756,0,0.019,1,3.68237268546161,"AIDA096",0.000532858014451986,-5.50909756943756,2,0.00185899122126417
"9424","IGHV1-18",0.0634461935985138,-4.33716357940923,0.002,0.014,1,1.19759442792307,"AIDA039",0.00589965387256311,7.75280933114064,57,0.0122671744147083
"9425","IGHV1-2",0.649348136168844,3.01895866219929,0.017,0.013,1,0.18752240168964,"AIDA116",0.0170348129529382,11.6556644017011,27,0.02881757014802
"9427","IGHV1-3",0.624058617919488,0.792628563185214,0.011,0.007,1,0.204774615055835,"AIDA102",0.000799859809617831,7.23901757669646,47,0.0025740065357138
"9429","IGHV1-46",0.409279556084456,-0.758331809086917,0.012,0.018,1,0.387979948248586,"AIDA034",0.00370515000103195,6.60835073662139,48,0.00854201504971639
"9433","IGHV2-70",0.596853142097938,-2.96950575138357,0.011,0.006,1,0.224132515474391,"AIDA030",0.00031648582480754,-9.11233039335137,7,0.00122084424785268
"9434","IGHV3-11",0.427991891320592,3.20868124186807,0.007,0.013,1,0.368564458996365,"AIDA040",0.000969224186226762,7.82163502449942,20,0.00298851794426773
"9435","IGHV3-13",0.725020532508436,-0.648829512708652,0.009,0.011,1,0.139649694078874,"AIDA036",0.00549846483178924,8.25238455493026,10,0.0115875804184429
"9436","IGHV3-15",0.268665687974176,-1.4553138924565,0.014,0.005,1,0.570787794954977,"AIDA073",0.00819122621746609,-7.17406204198053,40,0.0159893064070598
"9437","IGHV3-20",0.145375622856618,-0.977200399348968,0.004,0.019,1,0.837508411540448,"AIDA096",0.00100966960015891,-7.82963240204372,2,0.00308118900326788
"9438","IGHV3-21",0.0450164468940611,6.58835500177377,0.013,0,1,1.34662878643898,"AIDA044",0.0142210836341977,-7.63863367914008,64,0.0249474047976412
"9446","IGHV3-53",0.42806078241728,-1.63112108506015,0.005,0.014,1,0.368494559037808,"AIDA084",0.0131276285846522,-6.90106768773485,17,0.0233679945593576
"9449","IGHV3-66",0.483271456150459,-0.518156908414716,0.007,0.016,1,0.315808855186861,"AIDA062",0.00290720964448104,6.32739136600978,15,0.00707411330054148
"9451","IGHV3-7",0.213179881730968,-0.725503241912745,0.005,0.013,1,0.67125378306709,"AIDA147",2.28590639536937e-05,-7.23725473910654,71,0.00014254719106335
"9453","IGHV3-73",0.158532249218048,-1.89809212118037,0,0.01,1,0.79988237866512,"AIDA047",0.000546971950179907,-4.8560784622875,2,0.00189904839804932
"9460","IGHV4-4",0.555183844128603,-0.366257972779144,0.006,0.011,1,0.255563180355589,"AIDA014",2.7631412936565e-06,8.31851441299452,26,2.34241756056232e-05
"9462","IGHV4-59",0.740036935718781,-1.45335167634295,0.008,0.01,1,0.130746603811541,"AIDA090",0.0176284463858076,7.76612167918663,71,0.0296409256034799
"9464","IGHV4OR15-8",0.00536355366170552,-5.26056082980532,0,0.01,1,2.27054736995608,"AIDA161",0.00536355366170552,-5.26056082980532,1,0.0113622649938762
"9467","IGHV5-78",0.0210320588773829,1.27964658417367,0.059,0.024,1,1.67711821113112,"AIDA083",0.0145408451505324,-3.10169215124127,78,0.025384909434315
"9468","IGHV6-1",0.0447451849698735,7.11922698070923,0.014,0.001,1,1.34925369227039,"AIDA002",0.000322014525364695,7.51119078232944,7,0.00123804321464962
"9469","IGHV7-4-1",0.196128177630792,1.25454452745197,0.012,0.005,1,0.707460006992827,"AIDA078",0.0104405816332746,6.97896845989306,20,0.0193468353221592
"9470","IGIP",0.193045738353803,0.631866548417537,0.012,0.004,1,0.714339781348174,"AIDA024",0.0114939752211402,5.16841827019216,42,0.0209245987555399
"9473","IGKV1-12",0.3235496240071,-0.212794868041877,0.02,0.009,1,0.49005910052957,"AIDA053",0.000533258909708118,7.61778468952044,37,0.00185972374150087
"9474","IGKV1-16",0.188074497439558,-5.64538991094927,0,0.01,1,0.725670090000698,"AIDA163",0.0267979459650541,6.95965348509596,14,0.0417102754600168
"9477","IGKV1-33",0.159937378171939,1.02681709429047,0.014,0.004,1,0.79605002758093,"AIDA073",0.0093273214299638,-5.64590911992103,14,0.017774190431099
"9481","IGKV1-6",0.00922241897743908,2.82622137469765,0.039,0.004,1,2.03515515153143,"AIDA080",0.00317201095150806,8.85055544503087,18,0.00756815007303473
"9485","IGKV1D-13",0.197129203398054,-2.08484985944769,0,0.01,1,0.705249033076523,"AIDA122",0.000190009001175697,8.55521840774913,4,0.000810325164602398
"9487","IGKV1D-27",0.000207791278174275,-5.13869574870348,0,0.019,1,3.68237268546161,"AIDA096",0.00276986418886656,-5.13869574870348,3,0.00681567819417827
"9488","IGKV1D-33",0.133369607729071,0.85033274572317,0.043,0.014,1,0.87494312618678,"AIDA023",0.000430510983511804,-5.66124762248531,11,0.00156615956485405
"9489","IGKV1D-39",0.549686249214529,1.17713603068453,0.015,0.01,1,0.259885127078196,"AIDA054",1.24340025167031e-05,5.86975797345912,42,8.5264307082882e-05
"9490","IGKV1D-43",0.000207791278174275,-6.63702351106483,0,0.019,1,3.68237268546161,"AIDA096",0.000454792850396216,-6.63702351106483,2,0.00163646463217006
"9491","IGKV1D-8",0.983581363421043,0.996359771489545,0.014,0.015,1,0.00718970872559501,"AIDA174",0.00165058814595078,-7.35601989574556,3,0.00448154810749368
"9492","IGKV1OR1-1",0.221424652468886,2.11595003157622,0.01,0,1,0.654774028284864,"AIDA032",0.0154707591787355,3.86951607741233,2,0.026614788021984
"9493","IGKV1OR2-108",0.0241722818441765,-3.74492212455323,0,0.014,1,1.61668235060358,"AIDA084",0.000440431353313903,4.82583416640038,2,0.00159510005463992
"9494","IGKV2-24",0.816425063151875,-0.874010002823019,0.013,0.01,1,0.0880836714945723,"AIDA161",0.0300487512182204,-7.87394943340689,14,0.0458581842915904
"9497","IGKV2-29",0.547800961133234,-1.27720227875005,0.01,0.006,1,0.261377210098681,"AIDA039",0.000951046228277611,-6.02840445129731,18,0.00294552171273071
"9499","IGKV2D-24",0.0167752639205139,-4.38964853651167,0,0.018,1,1.77533063847216,"AIDA012",0.01869969840918,-6.95530538380276,6,0.0311036652730865
"9502","IGKV2D-30",0.00644635383052922,4.71275883741145,0.013,0.001,1,2.19068586040776,"AIDA166",0.0204108443496227,6.27526990550834,31,0.0334474813908983
"9508","IGKV3D-11",0.265828299709763,-5.65949414757965,0.004,0.013,1,0.575398786547702,"AIDA098",5.47828955742018e-05,-5.65949414757965,6,0.000292310487176397
"9509","IGKV3D-15",0.146816186099224,-2.33593781140628,0,0.03,1,0.833226061953542,"AIDA174",0.0034105903425853,5.60613615478256,22,0.0080079197859352
"9510","IGKV3D-20",0.579335308358893,-2.99317426241521,0.01,0.015,1,0.237070002041008,"AIDA076",0.000350390621590225,8.08601030670252,21,0.00132414349160023
"9511","IGKV3D-7",0.0440494347069198,-3.43710934385091,0.001,0.013,1,1.35605966058316,"AIDA098",0.000226635754004817,6.87010638473344,2,0.000926955936125937
"9514","IGKV5-2",0.00158705889394631,-6.80922208020161,0,0.013,1,2.79940695677299,"AIDA098",0.000770714033155497,-6.80922208020161,2,0.00249489532733503
"9515","IGKV6-21",0.0345465401672804,2.98098938699487,0.032,0,1,1.46159544066309,"AIDA144",0.0025395143506968,-8.76937044125393,9,0.00635318852779303
"9518","IGLC2",0.164605007709034,1.22344053221045,0.028,0.014,1,0.7835569565641,"AIDA033",0.000138494697213847,7.73177952901398,117,0.000626093468230919
"9519","IGLC3",0.215522240124704,0.332536611766882,0.017,0.03,1,0.666507907567908,"AIDA072",0.00154360150130693,5.58742367925345,119,0.00430876928599517
"9520","IGLC5",0.0241722818441765,-3.62071881090034,0,0.014,1,1.61668235060358,"AIDA084",0.0241722818441765,-3.62071881090034,1,0.0383313164514776
"9523","IGLJ1",0.00158705889394631,-4.67646336524771,0,0.013,1,2.79940695677299,"AIDA098",0.00158705889394631,-4.67646336524771,1,0.00437058161054114
"9525","IGLJ3",0.190904887610254,-2.02264892025463,0,0.012,1,0.719182952512619,"AIDA104",0.0140297832295691,-2.78703268488657,7,0.0246695737065832
"9528","IGLV1-40",0.74532167276047,-1.61936406046239,0.02,0.015,1,0.127656249998207,"AIDA141",0.000984918667835887,-8.22057020681327,76,0.00302303459399888
"9533","IGLV10-54",0.0787964821533633,2.78551209736603,0.019,0,1,1.10349317103184,"AIDA030",0.00141777800464801,6.69413683221943,11,0.00403090094987563
"9534","IGLV2-11",0.324981753984885,-0.892442969256196,0.006,0.016,1,0.48814102168613,"AIDA025",0.00421609235408498,8.3924037745833,71,0.00944716990452374
"9535","IGLV2-14",0.552549719935689,-5.80656294471468,0.012,0.018,1,0.257628636878728,"AIDA051",0.0143895396891207,8.85853885165873,122,0.0251884825845773
"9537","IGLV2-23",0.860507994764394,-2.93706147448934,0.029,0.026,1,0.0652450903963495,"AIDA140",0.00232826165226639,-9.0663758078721,71,0.00591894365754945
"9539","IGLV2-5",0.0241722818441765,-3.58568985728211,0,0.014,1,1.61668235060358,"AIDA084",0.0241722818441765,-3.58568985728211,1,0.0383313164514776
"9540","IGLV2-8",0.11290138014012,5.10651830071316,0.013,0,1,0.947300749097398,"AIDA041",0.0223734000385793,-6.24107136416846,73,0.0361395617041772
"9543","IGLV3-16",0.110379085593994,-2.59823738455424,0,0.032,1,0.957113208052307,"AIDA146",0.0203077625995502,-2.75045919347376,4,0.0333121861907913
"9544","IGLV3-19",0.170588972726933,-0.532825489120433,0.007,0.019,1,0.768049046079568,"AIDA083",0.0233492503740437,7.34185721221652,40,0.0374653444145248
"9545","IGLV3-21",0.369920570890806,1.30215562751489,0.01,0,1,0.431891517357329,"AIDA098",0.00183841955934296,-5.98004655580663,64,0.00489466330949299
"9546","IGLV3-25",0.367212577502355,-1.35495591081178,0.008,0.021,1,0.435082452072316,"AIDA082",0.00624202098477084,-7.96853571135072,50,0.0128176252560684
"9547","IGLV3-27",0.0150767192387938,-3.45579384584557,0.001,0.019,1,1.82169315259756,"AIDA096",0.0150767192387938,-3.45579384584557,1,0.0260982377368884
"9549","IGLV4-60",0.125474808158193,-2.43927406266987,0.002,0.016,1,0.901443459649906,"AIDA062",0.0148370315736697,-5.74455747182685,3,0.0257795408568194
"9550","IGLV4-69",0.00139325496493176,-9.09507420065932,0,0.027,1,2.85596940063952,"AIDA084",8.249649885778e-06,-9.09507420065932,24,6.00117361556539e-05
"9551","IGLV5-45",0.0453947083875819,-1.46207896307937,0.014,0.001,1,1.34299476943393,"AIDA002",0.00145711919175499,6.00754316018116,5,0.00412050210111468
"9555","IGLV7-46",0.02600866304621,1.4268401878866,0.001,0.012,1,1.58488197177863,"AIDA177",0.00452772416678693,8.19165106738077,36,0.00998919529934044
"9556","IGLV8-61",0.0743549001629209,3.0405065446382,0.011,0,1,1.12869040517038,"AIDA094",0.00530567968896232,9.03206220023221,20,0.0113495054376496
"9557","IGLV9-49",0.515379456061928,0.211267821537258,0.012,0.007,1,0.287872897187451,"AIDA012",0.00318816699185047,-4.94169124623891,9,0.00759646296089028
"9560","IGSF11",0.0743549001629209,2.68821065549089,0.011,0,1,1.12869040517038,"AIDA094",2.38110245880928e-05,5.03750514746626,4,0.000147821086679616
"9563","IGSF6",0.472593777533889,-0.308888392887767,0.308,0.344,1,0.325512000859567,"AIDA015",7.04739539726163e-29,-5.1503564862596,111,5.67315329479561e-27
"9564","IGSF8",0.31525057660035,-0.150275312977811,0.125,0.151,1,0.501344110419841,"AIDA155",8.71433696364876e-05,-3.42779913256861,102,0.000430233540384665
"9567","IKBIP",0.590115742251583,-0.149534133088137,0.056,0.066,1,0.22906279972839,"AIDA184",0.0102737455933279,-7.01672646953754,111,0.0192094095310126
"9568","IKBKB",0.51985055117373,-0.356654157506779,0.188,0.216,1,0.284121491229114,"AIDA032",1.01646608801119e-05,2.06581227941136,97,7.18496947044486e-05
"9572","IKZF2",0.223778825873703,-0.657622900547049,0.028,0.055,1,0.650181009144816,"AIDA112",7.91691865875891e-10,3.15759952860867,124,1.42146997595652e-08
"9573","IKZF3",0.00884831343144903,-0.389195461933227,0.326,0.399,1,2.05313950186919,"AIDA034",9.64928618455395e-11,2.71046200230836,99,1.97663243071814e-09
"9576","IL10",0.221166029303682,2.29436441450501,0.048,0,1,0.655281579080442,"AIDA172",0.00162675031708866,-6.3293571648469,38,0.00444902224730228
"9578","IL10RB",0.951716980067421,0.106058547826369,0.1,0.103,1,0.0214921821503479,"AIDA135",0.00576968016403288,-4.88756853151393,101,0.0120457763664692
"9579","IL10RB-DT",0.419183344233845,-0.299773732726068,0.029,0.044,1,0.377595981871273,"AIDA136",0.000568151197052312,-3.56343870010749,115,0.00195688710568884
"9580","IL11RA",0.124342464549821,0.519791249656549,0.051,0.035,1,0.905380528878912,"AIDA067",0.0161607907285772,3.64744034745844,116,0.0275947378546247
"9582","IL12RB1",0.0313186201517916,-0.655572960398124,0.117,0.17,1,1.50419738051141,"AIDA089",2.64082757831734e-07,-1.99456484653173,113,2.9330651113569e-06
"9584","IL13RA1",0.0595355267962126,-2.98760533654063,0,0.066,1,1.22522379919385,"AIDA038",1.23406236021183e-13,-2.98760533654063,121,3.48922624663085e-12
"9590","IL17RA",0.436156870691903,0.168512805915108,0.249,0.227,1,0.360357281780202,"AIDA035",3.5899470520262e-09,-1.97223793826408,94,5.75129593096402e-08
"9591","IL17RB",0.00158705889394631,-4.57780204492574,0,0.013,1,2.79940695677299,"AIDA098",0.00314640096721375,-4.57780204492574,2,0.00752270952899989
"9593","IL17RE",0.322465485284932,-0.900190571951243,0.018,0.04,1,0.491516762741781,"AIDA042",0.000567989865975566,3.5641422957501,49,0.00195667737914589
"9594","IL18",0.717701893415673,-0.34038347111776,0.041,0.048,1,0.144055908025878,"AIDA073",0.00324103090089435,2.85523481985565,113,0.00768950468643561
"9596","IL18R1",0.300405053798463,-0.766732814976609,0.025,0.041,1,0.522292765348553,"AIDA003",1.32571112609747e-05,-2.59758938825838,117,9.02382195929589e-05
"9597","IL18RAP",0.475953268968446,-0.763871659622896,0.02,0.039,1,0.322435685988392,"AIDA038",3.48252010767829e-11,3.69130761142739,122,7.54649323889664e-10
"9598","IL1A",0.234802406288455,1.53590606075662,0.015,0.006,1,0.629297456689998,"AIDA051",0.000290403442749119,3.87805421621178,20,0.00113784180776259
"9599","IL1B",0.00914912638184682,-0.417542203384018,0.172,0.242,1,2.03862037321845,"AIDA169",9.45387996897481e-24,-5.12692438214208,118,5.73741544160742e-22
"9600","IL1R1",0.582947549348693,-0.449292174330431,0.011,0,1,0.234370519088627,"AIDA048",7.76586687187325e-05,-4.0680019445563,41,0.000392341422538804
"9601","IL1R2",0.544135493827547,0.937249114270353,0.02,0.013,1,0.264292944245385,"AIDA008",0.0179401557855308,3.12880049743705,13,0.0300814338069906
"9602","IL1RAP",0.30936150812096,0.316379596645232,0.05,0.028,1,0.509533723767243,"AIDA149",0.00116867058478318,2.63949009222036,114,0.00345669867545439
"9604","IL1RN",0.233793104868939,1.95119588765284,0.027,0.016,1,0.631168301392866,"AIDA158",4.66790690737547e-06,6.37870549780441,117,3.68159896609641e-05
"9605","IL2",0.221424652468886,2.01061701108164,0.01,0,1,0.654774028284864,"AIDA032",0.000340445145719639,4.07928059859518,19,0.00129484808351509
"9606","IL20RA",0.0104554941877569,-3.92593099181556,0,0.016,1,1.98065543506596,"AIDA062",0.0104554941877569,-3.92593099181556,1,0.0193468353221592
"9611","IL21R",0.546956265042012,-0.220033349397416,0.11,0.123,1,0.262047398731067,"AIDA100",0.0031043912760119,-5.94443104021158,109,0.00744934071321213
"9612","IL21R-AS1",0.437976396696409,0.635605704731153,0.015,0.009,1,0.358549293744109,"AIDA177",1.57399521879737e-05,-4.71545207076756,20,0.000104759141979472
"9613","IL23A",0.478776091581471,-0.29953608541287,0.073,0.1,1,0.319867544885273,"AIDA042",0.000202541156905594,-2.10340217729889,114,0.000853863725963618
"9614","IL23R",0.19640061716971,1.45447226036556,0.021,0.008,1,0.706857151819036,"AIDA104",0.00400339663261774,3.75038700933354,27,0.00908235353441554
"9616","IL27",0.271262096268648,1.58512844288238,0.011,0,1,0.566610886413115,"AIDA193",0.00620571937948425,-2.99226901118783,10,0.0127498016485692
"9618","IL2RA",0.346619747109147,1.0194460515482,0.024,0.015,1,0.46014669893243,"AIDA160",0.00089026974375018,3.57224719880413,115,0.00280319134928031
"9619","IL2RB",0.356394122882515,-0.134861862073321,0.257,0.203,1,0.448069466309512,"AIDA032",3.86866804906749e-25,-1.82949117545483,109,2.53755967218464e-23
"9621","IL31RA",0.110379085593994,-2.67937111785078,0,0.032,1,0.957113208052307,"AIDA146",0.00164835478200578,-2.67937111785078,8,0.00447749342212635
"9623","IL3RA",0.120967090659233,-1.75626676991826,0.006,0.02,1,0.917332764303819,"AIDA019",0.00399253989056566,-3.9123419430259,88,0.00906586866773131
"9624","IL4",0.0306519027018602,2.85832902962954,0.01,0.001,1,1.51354256169137,"AIDA054",0.0306519027018602,2.85832902962954,1,0.0466434710619387
"9627","IL5",0.0104554941877569,-3.94262988402636,0,0.016,1,1.98065543506596,"AIDA062",0.0104554941877569,-3.94262988402636,1,0.0193468353221592
"9628","IL5RA",0.680709734711022,-0.418279648660651,0.015,0.02,1,0.16703803858146,"AIDA047",2.65560617536511e-09,-3.8678876141048,98,4.34738352120065e-08
"9629","IL6",0.806906658903021,-0.382355122058085,0.012,0.01,1,0.0931767005541451,"AIDA155",0.00357588367429378,-4.49790690407909,49,0.00830692092856077
"9633","IL7",0.177320384208877,1.79659488393167,0.028,0.007,1,0.751241336364274,"AIDA042",0.00467737791025542,3.77126972536198,76,0.0102549820745284
"9638","ILF2",0.206816636387769,-0.284339595641353,0.297,0.37,1,0.684414529403991,"AIDA002",9.5546045420049e-05,-1.54265761275491,67,0.000464172695967076
"9640","ILF3-DT",0.939335936161131,-0.110894246792831,0.262,0.26,1,0.0271790625479743,"AIDA016",0.0063385413922602,1.8307016719419,92,0.0129707063931324
"9641","ILK",0.0410263919218576,-0.386128234244446,0.154,0.224,1,1.38693667551004,"AIDA116",0.000882803993758595,-1.84058538430272,101,0.00278238223627426
"9643","ILRUN",0.588891648352114,-0.612728616571669,0.037,0.046,1,0.229964604791065,"AIDA151",0.0199493430533865,-1.6275304894578,106,0.0328292914363088
"9646","IMMP2L",0.373166113943898,-0.359465266992161,0.078,0.103,1,0.428097800068463,"AIDA102",0.00195535949985733,2.69849490466327,108,0.00513997549814068
"9647","IMMT",0.697087933003685,0.331712911501674,0.137,0.12,1,0.156712435087724,"AIDA038",0.000386665047095401,2.24173204720515,100,0.00143533189452468
"9649","IMP4",0.027503976132856,-0.607643714764398,0.146,0.211,1,1.56060451752488,"AIDA050",0.00904184418470445,-2.94680248705276,90,0.017345560468954
"9651","IMPA2",0.320507188673266,0.462004940064576,0.069,0.053,1,0.494162225221233,"AIDA072",2.95002099358251e-11,2.53245917564504,111,6.46449482294499e-10
"9652","IMPACT",0.549224160744804,-0.16572674012015,0.063,0.072,1,0.260250366105076,"AIDA036",0.00395285501031354,3.05063865227477,108,0.00899282593202359
"9654","IMPDH1",0.200777598801476,0.402854973603569,0.184,0.153,1,0.697284744015136,"AIDA119",4.91496264548227e-06,-1.90787336109786,94,3.84531675890121e-05
"9657","INAFM1",0.659701324806705,-0.539902064205233,0.03,0.035,1,0.180652643772111,"AIDA191",0.0217153111899757,3.31591749227741,109,0.0352471235870619
"9658","INAFM2",0.563590731692659,-0.604076384590714,0.047,0.056,1,0.249036157521219,"AIDA017",0.0086598822768778,-4.94653217929433,123,0.0167303970109946
"9659","INCA1",0.197129203398054,-2.04697385681116,0,0.01,1,0.705249033076523,"AIDA122",0.000242356415935297,-5.43129260634478,4,0.000980076735518861
"9660","INCENP",0.0496894770084914,1.30581602801902,0.06,0.029,1,1.30373557426516,"AIDA071",0.0164327527613185,2.28776595364111,122,0.0279733009911959
"9663","INF2",0.315779765236186,-0.637016282219446,0.066,0.085,1,0.500615702471543,"AIDA041",0.00089158649916149,-2.50223665234693,108,0.00280508844749977
